job_number,site,job_url,job_url_direct,title,company,location,date_posted,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,description,company_industry,company_url,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
79,linkedin,https://www.linkedin.com/jobs/view/4268577870,,Junior BI Analyst,TransPerfect,"London Area, United Kingdom",2025-07-22,fulltime,,,,,,False,associate,"Analyst, Consulting, and Engineering",,,"**Overview** 
 : The position of Junior BI Analyst is an entry\\-level role. The role will include managing ad\\-hoc reporting/visualization tasks for production, sales, client reporting and more functions in the company.
 



  





**Description:** 



* Design \\& implement reports, dashboards, and visualizations using data visualization business intelligence tools
* Optimize reporting dashboards with a focus on user experience, performance, flexibility, testability, and standardization
* Working closely with stakeholders to understand requirements and provide the best possible solution
* Make complex concepts simple and easy to understand by those around you through effective communication, planning and strategic execution
* Maintain documentation for design, development and reporting work
* Work within our systems and with BI team members to achieve high standards of data integrity, ensuring supporting metrics are accurate and complete
* Working within team processes, data governance and security frameworks



  





**Required Skills** 
 :
 


* At least 1 year of experience working in a BI environment
* Experience using Business Intelligence tools, such as Tableau or PowerBI
* Experience in creating interactive dashboards
* Minimum Bachelor’s degree or equivalent / in the process of completing those studies.
* Ability to learn new skills quickly
* Ability to maintain professionalism, focus and result\\-orientation under pressure and tight deadlines
* Attention to detail
* Excellent communication skills (both written and verbal) in English
* Exceptional problem\\-solving/critical thinking skills
* Experience working in a corporate environment



  





**Desired Skills** 
 :
 


* Exposure to Knime, Request Tracker (RT), Snowflake
* Prior translation industry experience
* Understanding of relational databases
* Fluency in a foreign language



  





  





 By applying, I confirm I have read and accept TransPerfect's Privacy Policy: https://www.transperfect.com/about/data\\-privacy\\-recruiting","Translation and Localization, Software Development, and Technology, Information and Media",https://www.linkedin.com/company/transperfect,https://media.licdn.com/dms/image/v2/C4E0BAQGjAYf8CSLV2Q/company-logo_100_100/company-logo_100_100/0/1638370935935/transperfect_logo?e=2147483647&v=beta&t=Fh3tegMOrLGzYcitv107m0ejNJOL-FSlmZj41ytO5AM,,,,,,,,,,,
80,linkedin,https://www.linkedin.com/jobs/view/4275508131,https://www.totaljobs.com/job/data-analyst/mcgregor-boyall-associates-limited-job105416251?WT.mc_id=A_RE_LNKORG_MP6_C21_0_TJ&adjust_t=1b376svt_1bh5dso4&adjust_campaign=A_RE_LNKORG_MP6_C21_0_TJ&urlHash=bUsj,Data Analyst,John Goddard Associates,"Belfast, Northern Ireland, UK",2025-07-22,contract,,,,,,False,entry level,Marketing,,,"**Contract Data Analyst \\- Investment Bank \\- Belfast (3 days onsite)**
**£500\\-£525/day \\- 11 months \\- Inside IR35**
 We're hiring a
 **Data Analyst** 
 to join the
 **Markets Program Execution \\& Transformation \\- Data Acquisition Team** 
 at a leading Investment Bank.
   

  

 You'll work across regulatory and transformation initiatives that span multiple trading desks, functions, and stakeholders. You'll build PySpark and SQL queries to interrogate, reconcile and analyse data, contribute to Hadoop data architecture discussions, and help improve reporting processes and data quality. You'll be hands\\-on across technical delivery, documentation, testing, and stakeholder engagement.
   

  

 It's a technically rich and strategically important role that involves high\\-impact project work at one of the world's most complex financial institutions.
   

  

**Key Skills**
* Strong hands\\-on experience with SQL, Python, Spark
* Background in Big Data/Hadoop environments
* Solid understanding of ETL/Data Warehousing concepts
* Strong communicator, with the ability to explain technical concepts to senior stakeholders


**Details**
* Location: Belfast \\- 3 days/week onsite
* Contract: 11 months
* Rate: £\\[fill in]/day
* Inside IR35


 Apply now to discuss further.
   

  

 McGregor Boyall is an equal opportunity employer and do not discriminate on any grounds.
   

  

 LNKD1\\_UKTJ",Marketing Services,https://uk.linkedin.com/company/john-goddard-associates,https://media.licdn.com/dms/image/v2/C4D0BAQEhwCOMxMXBpg/company-logo_100_100/company-logo_100_100/0/1631320474131?e=2147483647&v=beta&t=C2wcV4nhYrJC2ilxo2F3E2IQteVadknRMwFLIPsddEY,,,,,,,,,,,
81,linkedin,https://www.linkedin.com/jobs/view/4268514896,https://encd.fa.em3.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3001/requisitions/job/4022?utm_source=linkedin&utm_medium=jobboard&urlHash=BiV2,Junior Developer - Power Platform,Heathrow,"London, England, UK",2025-07-22,fulltime,,,,,,True,not applicable,Engineering and Information Technology,,,"**Introduction**
 Together, we’re working to welcome millions more passengers, while ensuring aviation can continue to be a force for good by leading global efforts in sustainability. At Heathrow, you can be part of this – providing solutions that make every journey better for millions each year. That means ensuring we meet the changing needs of the passengers, colleagues and partners who use our airport to work, travel, trade, shop, eat, explore and connect. Our Solutions team covers project management, process improvement, business change, technology, cyber defence, masterplanning, infrastructure and procurement. It brings together people with the skills to deliver prestigious and often large\\-scale projects, from transforming terminals to making big reductions in our carbon emissions.
   

  

 Every day will test your skills and give you the opportunity to make your mark. You might be working with the technology and data that power our city within a city, driving vital commercial agreements with everyone from retailers to airlines, or improving the unique infrastructure that includes everything from 200 buildings to 250 HV substations. It’s a collaborative environment, where you can rely on the support of the experts around you as you take on projects you’ll both take pride in and feel passionate about.
   

  

**Job Description**
 As Digitisation remains a strategic priority, we have a growing pipeline of impactful solutions designed to enhance operations at the world’s busiest airport. To help us achieve these goals, we’re looking for a Power Platform Developer who is ready to take on the challenge and make a real impact in a fast\\-paced, high\\-profile environment.
   

  

**Your role will involve**
* Working closely with cross\\-functional teams to understand business needs and provide technical solutions.
* Developing a range of low code solutions, to solve real business challenges, ranging from domain specific to org\\-wide
* Ensuring solutions are simple, structured, and not over\\-engineered or complex
* Keeping up to date with the evolution of Power Platform and evaluating risks and opportunities of new developments
* Knowledge sharing across the Heathrow business, especially within the Power Platform team/community to foster innovation and collaboration
* Support business users in building their own applications by providing technical guidance and advice
* Integrating application data with Power BI, creating end\\-to\\-end solutions
* Troubleshooting and optimising existing solutions, improving efficiency, reliability and scalability
* Implementing best practices for app design and component\\-based architecture
* Documenting technical designs and user guides, and ensuring compliance with governance policies


**These Skills Are Essential**
* Functional and technical knowledge of the full suite of Microsoft Power Platform tools (Power Apps, Power Automate, Copilot Studio, Power Pages and Power BI)
* Ability to develop Digital solutions, using best practice approaches
* Proficiency in data modelling and component\\-based architecture
* Advanced customisation within Power Platform to extend the capabilities of out the box components
* Knowledge of coding languages (JavaScript, HTML, CSS, etc.)
* Understanding of ALM process and deployment procedures, including solution\\-based deployment in the Power Platform
* Ability to work with business stakeholders to define solutions for business problems
* Experience of working in agile software development methodologies
* Experience with AI Builder and other AI integration within the Power Platform.
* Understanding of ALM process and deployment procedures, including solution\\-based deployment in the Power Platform
* Ability to work with business stakeholders to define solutions for business problems
* Experience of working in agile software development methodologies


**Ideally, you’ll have:**
* Certifications in one or more of the following: PL\\-900, 100, 200, 400, 600
* Experience/confidence in discussing technical solutions with nontechnical teams


**About Us**
 There’s something so special about working at the world’s most iconic airport. Its sights. Its sounds. Its constant air of excitement. Heathrow is an amazing backdrop to a career filled with unique opportunities.
   

  

 Every day, you’ll discover a world full of fresh possibilities and end the day buzzing with stories to tell, as you encounter people from all cultures, nationalities and experiences. A world full of pride for what we do and no end of exciting career prospects to explore.
   

  

 It brings out the best in all of us. And inspires everyone to deliver on our ambitious plans. Together, we’re working to welcome millions more passengers while ensuring aviation can continue to be a force for good by leading global efforts in sustainability.
   

  

 Join us on that journey and we'll help you achieve your ambitions too. Supporting you to learn, encouraging you to be yourself, backing you to achieve more than you might ever have imagined. Because there’s no place like Heathrow.
   

  

**Our rewards**
 We offer competitive salaries and excellent benefits that will support you now and in the future. As well as performance\\-based annual bonuses and our longer\\-term Share in Success Bonus plans, we also offer generous annual leave allowances and market\\-leading pensions. With family friendly policies, access to private health insurance and a wide range of wellbeing tools, we’ll support you to be at your best inside and outside work. And of course, we’ll provide varied learning and development opportunities too. Here you’ll find everything you need for a fulfilling career journey that can take you in exciting directions.
   

  

**Working Location**
 Our Hybrid working approach offers the opportunity for colleagues in some roles to work from home for an average of two days a week, providing the flexibility to work in an agile way whilst ensuring we deliver for the operational needs of Heathrow . Working arrangements vary from team to team and will be confirmed during the recruitment process. You’ll need to be based in the UK and within a commutable distance to Heathrow.
   

  

**Sustainable Travel to work**
 Heathrow’s Sustainable Travel Guide sets out easy and sustainable travel options that everyone can access.
   

  

**Equal Opportunities**
 As an equal opportunities employer, we encourage applications from all. We believe that diverse talent makes us stronger – not least because we welcome passengers from all corners of the globe, every single day. Heathrow is an accessible place to work. With five diversity networks, we champion inclusivity and celebrate individuality.",Airlines and Aviation,https://uk.linkedin.com/company/heathrow-airport,https://media.licdn.com/dms/image/v2/D4E0BAQH7lk2qOy7Wcg/company-logo_100_100/company-logo_100_100/0/1683020100164/heathrow_airport_logo?e=2147483647&v=beta&t=FAcQ4Sv68QUPOVqvQvu6PeOOmA3Ve0eGfMCu2cj-0ks,,,,,,,,,,,
82,linkedin,https://www.linkedin.com/jobs/view/4256494407,https://ats.rippling.com/camlin-careers/jobs/47a5bed0-a01f-42df-aafb-89f03462e510?source=LinkedIn&urlHash=w-EF,Data Analyst – Technical/Engineering,Camlin Group,"Lisburn, Northern Ireland, UK",2025-07-22,fulltime,,,,,,False,entry level,Information Technology,,,"**About Camlin**
 Camlin is a global technology leader that operates with the vision of bringing revolutionary products to life for a wide range of industries, including power and rail, and also has interests in a number of R\\&D projects in a variety of scientific sectors.
   

  

 At Camlin we believe in high quality engineering and design, allowing us to develop market leading products and services. In short, we love creating value for our customers by solving difficult problems. As of now, Camlin operates in over 20 countries worldwide.🌐
   

  

****Job Title: Data Analyst – Technical/Engineering Focus****
****Department:****
 Engineering / Data \\& Analytics
   

  

****Reports To:****
 Head of Data or Engineering Manager
   

  

****Job Type:****
 Full\\-time
   

  

**About Camlin Group**
 At
 ****Camlin Group****
 , we design and deliver innovative solutions that help monitor, manage, and protect the world’s railways. Our technologies generate large volumes of data—from our advanced monitoring systems—and
 ****monitoring/analysing this data to ensure high levels of performance is maintained is essential****
 We’re looking for a
 ****Technical Data Analyst****
 who understands both data and engineering, and can support the development and optimization of our products and services through deep data analysis.
   

  

**Key Responsibilities**
* Analyse and interpret large volumes of engineering and operational data
* Collaborate with development team to understand how systems generate work and understand the context of the data.
* Develop and maintain dashboards, reports, and visualizations that support product development, field performance, and customer insights.
* Work closely with R\\&D teams to support the testing and verification of new products using historical and real\\-time data.
* Identify patterns, anomalies, and failure modes in datasets to improve system reliability and performance.
* Support data pipeline development in collaboration with data engineers.


**Required Skills \\& Experience**
* Bachelor’s or Master’s degree in Data Science, Engineering, Physics, Computer Science, or a related technical field.
* 2\\+ years of experience as a Data Analyst in a technical, engineering, or industrial environment.
* Proficiency in SQL and Python for data analysis and manipulation.
* Strong understanding of data modeling, ETL processes, and data quality assurance.
* Experience with data visualization tools (e.g., Power BI, Tableau, or similar).
* Ability to work with time\\-series and sensor data from embedded or industrial systems.
* Excellent problem\\-solving, communication, and documentation skills.


**Preferred Qualifications**
* Experience working with IoT data, or industrial analytics.
* Knowledge of data lakes, cloud platforms (AWS, Azure), or big data tools (e.g., Spark, Kafka).
* Familiarity with machine learning basics and predictive maintenance concepts.


****OUR VALUES****
* We work together
* We believe in people
* We won’t accept the ‘way it has always been done’
* We listen to learn
* We’re trying to do the right thing


****Equal Employment Opportunity Statement****
 Individuals seeking employment at Camlin are considered without regards to race, colour, religion, national origin, age, sex, marital states, ancestry, physical or mental disability, gender identity or sexual orientation.","Appliances, Electrical, and Electronics Manufacturing",https://uk.linkedin.com/company/camlin-groupcom,https://media.licdn.com/dms/image/v2/C4E0BAQEHtUWiY3y6cQ/company-logo_100_100/company-logo_100_100/0/1663663697126/camlin_groupcom_logo?e=2147483647&v=beta&t=7g_S63p4cv86SjCp1toOVf6yu1ia_RWElzMeZu3xyhA,,,,,,,,,,,
83,linkedin,https://www.linkedin.com/jobs/view/4256688926,https://archgroup.wd1.myworkdayjobs.com/Careers/job/London-United-Kingdom/Data-Protection-Analyst\\u002d\\u002dUK\\u002d\\u002d-EU_R25_579?source=LinkedIn&urlHash=UTB9,"Data Protection Analyst, UK & EU",Arch Insurance (UK) Limited,"London, England, UK",2025-07-22,fulltime,,,,,,False,entry level,Engineering and Information Technology,,,"With a company culture rooted in collaboration, expertise and innovation, we aim to promote progress and inspire our clients, employees, investors and communities to achieve their greatest potential. Our work is the catalyst that helps others achieve their goals. In short, We Enable Possibility℠.
   

  

 Key Responsibilities
   

  

* Coordinate and collate data subject access requests (DSARs)
* Review and action data protection incidents/breaches, ensuring appropriate privacy controls and mitigating actions are in place
* Assist with data protection impact assessments (DPIAs)
* Regularly review and update records of processing activities (RoPAs) to demonstrate accountability and compliance with applicable regulations
* Measure and track data protection key performance indicators (KPIs) to track the effectiveness of the organisation’s data protection and privacy program
* Assist with data protection/privacy issues that may arise within the business as necessary
* Assist with reviewing and maintaining Arch’s internal regulatory documents, such as policies, procedures, and legitimate interest assessments, and providing training to staff to foster and maintain high standards of data protection and privacy
* Collaborate with colleagues across Arch Group to support other group projects and privacy issues.
* Monitor changes to local privacy laws and regulations and make recommendations to the business as appropriate
* Assist with the review and drafting of agreements and notices, as appropriate, including privacy notices, inter\\-company transfer agreements, data processing agreements and vendor contracts (including Model Clauses)


**Role Requirements \\& Skills**
 Skills / Competencies
   

  

* Excellent communication skills (both written and oral) for a wide range of audiences
* Organised and attention to detail in all tasks
* Excellent time management and the ability to prioritise own workload effectively and deliver to strict deadlines
* Ability to apply pragmatic solutions to complex problems
* Strong judgment and integrity


 Qualifications
   

  

* Degree educated
* Professional certifications such as CIPP/E are desirable (or willingness to obtain) but not required


 Experience
   

  

* One to two years in a data protection/privacy role
* Strong knowledge of EU and UK GDPR legislation and compliance requirements
* Experience in the Insurance industry is preferable but not required.


 Do you like solving complex business problems, working with talented colleagues and have an innovative mindset? Arch may be a great fit for you. If this job isn’t the right fit but you’re interested in working for Arch, create a job alert! Simply create an account and opt in to receive emails when we have job openings that meet your criteria. Join our talent community to share your preferences directly with Arch’s Talent Acquisition team.
   

  

 14100 ARCH UK ACCOUNT SET \\- TO BE USED FOR Q1 PAYROLL ONLY \\- Arch Europe Insurance Services Ltd",Insurance,https://uk.linkedin.com/company/arch-insurance-uk-limited,https://media.licdn.com/dms/image/v2/C4E0BAQE_FQ6ehswKFg/company-logo_100_100/company-logo_100_100/0/1668416546272/arch_insurance_uk_limited_logo?e=2147483647&v=beta&t=uHu4w2dyuc3oE4QsZkuVApjX3fe5LF9roADyx_3rcIY,,,,,,,,,,,
84,linkedin,https://www.linkedin.com/jobs/view/4268577569,https://cdn.jobylon.com/jobs/299669-amtrust-international-senior-data-governance-analyst/&urlHash=Uy2X,Senior Data Governance Analyst,AmTrust International,"London, England, UK",2025-07-22,fulltime,,,,,,False,mid-senior level,Information Technology,,,"* Applications are considered on a rolling basis
* Hybrid


**Job Description**
 AmTrust is a global insurance provider offering risk\\-management solutions and business underwriting tailored to the unique needs of each client. AmTrust International underwrites over $2\\.5bn of gross written premiums and employs more than 1900 people in 16 countries.‌
   

  

 We are currently looking for a Senior Data Governance Analyst to join our team based out of our London office on a hybrid model. The role sits within our newly formed International Data and Analytics team, which is responsible for the management, governance, use and protection of data across the International Group. The role supports the Head of Data Governance to implement, embed and operate the AmTrust Data Governance Framework and requires engagement with stakeholders at all levels of the organisation whilst demonstrating the benefits of sound data management.
   

  

 To be successful in this role, you will have experience within a Data Governance/Data Quality role ideally within the Insurance/Financial Services industry.
   

  

 For more information, click
   

  

 To show your interest, submit your CV and we will be in touch.",Insurance,https://uk.linkedin.com/company/amtrust-international,https://media.licdn.com/dms/image/v2/C4D0BAQE3rzRKZVwnRA/company-logo_100_100/company-logo_100_100/0/1631343895004?e=2147483647&v=beta&t=sKuCsVl-8hY_DwG4Cje36WcdTsvblkgdhjKjOhbDJAg,,,,,,,,,,,
85,linkedin,https://www.linkedin.com/jobs/view/4217283602,https://jobs.telusdigital.com/en_US/careers/PipelineDetail/Media-Search-Analyst-United-Kingdom/21542&urlHash=wQ7R,Work from Home in United Kingdom,TELUS Digital,"London, England, UK",2025-07-22,parttime,,,,,,True,not applicable,"Information Technology, Analyst, and Other",,,"*Ready to ditch the traditional 9\\-5 grind? If you are an English speaker living in United Kingdom join our community as a Media Search Analyst, set your own flexible schedule and complete engaging tasks with an innovative web\\-based evaluation tool!* 




  





***What You’ll Do As A Media Search Analyst:***



* *Assess diverse media categories: music, books, podcasts, videos, and more.*
* *Evaluate app store content, ensuring search result accuracy and relevance.*
* *Utilize your cultural knowledge and market expertise to validate query intent.*



  





***Why Join the AI Community?***



* *Be part of the global and diverse TELUS Digital AI Community with 1M\\+ global contributors.*
* *Support machine learning for world\\-leading brands with no prior professional experience.*
* *Make use of your communication and analytical skills and enjoy extra income with great flexibility!*



  





***Basic Requirement and Assessment:***



* *Full Professional Proficiency in English and being a resident on United Kingdom for the past year, aware of local media and trends.*
* *An active Apple ID email address is essential, ownership of an Apple device and familiarity with Apple products.*
* *Complete ID verification at your convenience within a specific timeframe and pass an open book qualification exam with guidelines provided.*



  





*Join us today and help revolutionize digital media content!*",IT Services and IT Consulting,https://ca.linkedin.com/company/telus-digital,https://media.licdn.com/dms/image/v2/D560BAQFNgH8cwJtA9A/company-logo_100_100/B56ZfLVHSzG0AQ-/0/1751462999608/telus_digital_logo?e=2147483647&v=beta&t=pZ4W0sdojajkMz8U-6zmb6-kv7EKdUauqtKc8SezPEQ,,,,,,,,,,,
86,linkedin,https://www.linkedin.com/jobs/view/4270697264,,Data Analyst,Intellect Group,"Manchester Area, United Kingdom",2025-07-21,fulltime,,,,,,False,mid-senior level,Analyst,,,"**Power BI Analyst** 




  





 📍
 *Manchester \\| Hybrid Work Options Available* 




 💼
 *Full\\-Time \\| Permanent* 




 💰 £35,000 \\- £45,000 (depending on experience)
 



  





  





**Intellect Group** 
 is proud to be working on behalf of a respected and growing debt recovery business based in the heart of Manchester. Our client is seeking a
 **Power BI Analyst** 
 to join their data team and play a pivotal role in transforming raw data into actionable insights for key business stakeholders.
 



  





**About the Role:** 




  





 As a
 **Power BI Analyst** 
 , you’ll be responsible for designing, building, and maintaining a suite of interactive dashboards and reports within
 **Power BI** 
 . You’ll collaborate closely with internal departments to ensure data is visualised in a clear, concise, and compelling way—helping drive smarter, data\\-led decisions across the business.
 



  





**Key Responsibilities:** 



* Develop and maintain bespoke Power BI dashboards and reports tailored to business needs
* Work alongside department leads to gather requirements and deliver actionable visual insights
* Ensure accuracy, consistency, and reliability of data across all reporting outputs
* Provide regular analysis on operational performance and portfolio trends
* Continuously improve reporting processes and look for automation opportunities
* Train or support end\\-users in interpreting and using Power BI reports effectively



  





**About You:** 



* Proven experience working with
 **Power BI** 
 in a commercial environment
* Strong understanding of
 **data visualisation principles** 
 , DAX, and Power Query
* Confident in engaging with non\\-technical stakeholders and understanding their needs
* Comfortable working with large datasets from multiple sources
* Previous experience in the
 **financial services or debt recovery** 
 sector is advantageous, but not essential



  





**What’s on Offer:** 



* £35,000 \\- £45,000 per annum (depending on experience)
* Hybrid working model
* Supportive and collaborative team culture
* Opportunity to work with senior decision\\-makers and influence business strategy
* Professional development and training support",Financial Services,https://uk.linkedin.com/company/intellectgroup,https://media.licdn.com/dms/image/v2/D4E0BAQGDRp4xV6WTDg/company-logo_100_100/company-logo_100_100/0/1704182231315/intellectgroup_logo?e=2147483647&v=beta&t=tzQEsoWD9UoK9fwd4TilqVrf5WyZIVYrO1yPCyd1PNI,,,,,,,,,,,
87,linkedin,https://www.linkedin.com/jobs/view/4268330852,,Insight & Data Analyst,DataCareers,"Milton Keynes, England, UK",2025-07-21,fulltime,,,,,,True,associate,Information Technology,,,"**Role:** 
 Insight \\& Data Analyst
 



**Location:** 
 Hybrid (Newport Pagnell and WFH)
 



**Salary** 
 : £50 \\- 60K \\+ Employee Benefits
 








  





**Key Skills:** 
 Strong SQL, PowerBI, Tableau, Python, Data analysis, data visualisation, building interactive and dynamic data dashboards, keen interest in advancing Analytics using ML/AI
 



  





  





**Why Apply:** 




 This is a great opportunity for someone with a talent for transforming raw data into interactive and dynamic dashboards to enable valuable insights. Using both conventional and advanced analytics you will be providing a valuable role enabling data driven decision making.
 



  





  





**Our Client:** 
 Our Client has an impressive story to tell! They are a global consultancy that has enjoyed exponential growth over recent years and continue to grow organically.
 



  





  





**The Role:** 




 You will join a dedicated Insight and Data Analysis team as a Senior member of the team, transforming multiple customers raw data, gathering the necessary data sets and presenting it visually in the form of interactive dashboards for each customer project. Projects are delivered within delivery deadlines, so it's varied and fast\\-paced! This role requires you to capture and interrogate customers data, identify trends and ask the question 'why?' in order to build an appropriate dashboard to gain insights for each customer that the customer can then make data driven decisions upon.
 



  





  





**The successful candidate will be able to demonstrate:** 



* A Degree in a subject with Data Analysis at its core (ie. Computer Science, Statistics, Data Science etc.)
* That you live in commuting distance to Newport Pagnell
* 3\\+ years' experience in a similar role and possess a genuine passion for data analysis and progressing your career in this field
* Strong SQL, creating views, procedures, using window functions, temp tables and CTEs, variables, calculating and processing the data within large datasets
* Experience creating dynamic data dashboards with tools such as Power BI, Tableau, etc. Comfortable creating data models, calculated tables, fields and measures using DAX, knowledge of variables and online publishing service
* *Python*
* A keen interest in AI and ideally you will already have experience of, or be studying towards a qualification in, the use of AI in advanced analytics, (using ML / AI)
* Strong communication skills
* A keen learner, resourceful and enjoys a fast\\-paced team environment.",Business Consulting and Services,https://uk.linkedin.com/company/datacareers,https://media.licdn.com/dms/image/v2/C4D0BAQEkrm929d07PA/company-logo_100_100/company-logo_100_100/0/1630526032802/datacareers_logo?e=2147483647&v=beta&t=XFnhmQe4GzXKC1AxRTq2iUEZuHGk2UuO3NiQ-Fk6rRU,,,,,,,,,,,
88,linkedin,https://www.linkedin.com/jobs/view/4268096661,https://careers.aldirecruitment.co.uk/vacancies/11276/national-data\\u002d\\u002danalytics\\u002d\\u002ddata-analyst.html&urlHash=ZdxN,Data Analyst,Aldi UK,"Atherstone, England, UK",2025-07-21,fulltime,,,,,,True,associate,Analyst,,,"We’re looking for proactive, solution\\-focused analysts to join a multidisciplinary reporting team within the National Data and Analytics (NDA) department. In this role, you will help design, develop, and deliver high\\-quality national reporting solutions across one or more business areas, working alongside fellow developers, Business Partners, and Engineers to create products that empower decision\\-making and drive strategic outcomes.
 



  





 You’ll report directly to the NDA Reporting Team Leader and play a key role in the full delivery lifecycle — from understanding gathered requirements, development, testing, and documentation to final release. Successful delivery goes beyond the reporting product itself; it includes technical documentation, user acceptance testing materials, and training resources.
 



  





 This role is perfect for a technically skilled individual who thrives in a collaborative environment, enjoys problem\\-solving, and is eager to develop their skills while making a national impact.
 



  





**Your New Role** 



* Design, develop, and maintain high\\-quality national reporting solutions across multiple platforms.
* Translate business requirements into effective technical solutions that meet user needs.
* Collaborate with NDA Business Partners to clarify requirements and align reporting solutions with business objectives.
* Ensure that technical and business documentation, UAT materials, and training resources accompany all delivered reports.
* Conduct testing and troubleshooting to ensure data accuracy, integrity, and usability.
* Support continuous improvement by identifying opportunities to enhance reporting solutions and processes.
* Participate in knowledge\\-sharing activities, code reviews, and collaborative problem\\-solving within the team.
* Work closely with the NDA Reporting Team Leader to meet project deadlines and deliverables.



  





**About You** 



* Proven experience with SQL for data analysis, automation, and reporting solutions including Tableau or similar.
* Ability to understand business requirements and translate them into technical deliverables.
* Excellent attention to detail and a commitment to data accuracy and quality.
* Strong written and verbal communication skills.
* Ability to collaborate effectively within a cross\\-functional team environment.
* Strong organisation and time management skills, with the ability to manage multiple priorities.
* Willingness to learn new systems, tools, and processes.
* Experience working with SAP.
* Familiarity with version control tools (e.g. Git).
* Experience with Azure Databricks and/or Azure Data Factory for building and managing data pipelines.
* Tableau,
* Data modelling
* Creating and Managing ETL processes
* SQL



  





**What you’ll get in Return** 



* Salary starting £53,780 rising to £61,950
* 23\\-month Fixed Term Contract
* Monday to Friday, 8:00am to 4:30pm, with the opportunity of 2 day a week remote working
* 5 weeks’ annual leave plus Bank Holidays
* In office flexi\\-time
* Full training provided
* Pension scheme
* Private employee medical insurance after 4 years
* Company sick pay scheme
* Company maternity, paternity and adoption pay after 1 year
* Long service rewards
* Access to MyBenefits, where you can find a wide range of benefits, including our bike to work scheme, shopping and cinema discounts, health cash plan, a FREE will, travel and discounted gym memberships, as well as a host of benefits to support your financial and wellbeing needs
* Access to a free,24/7, confidential virtual GP service for all Aldi Colleagues and their children (under the age of 16\\)



  





**\\* You’ll need to live within 90 minutes of your main working location** 




  





 Aldi is an equal opportunities employer. We’re committed to maintaining a
 



 diverse and inclusive workforce and are dedicated to promoting a culture of inclusion, providing an environment in which collaboration, respect and fairness are essential. We value diversity and are dedicated to treating all of our colleagues and prospective colleagues fairly and with respect.
 



  





**If you’re looking for a career that gives you more, apply today!** 




  





**\\*Please be aware that this role does not fulfil the requirements for visa sponsorship**",Retail,https://uk.linkedin.com/company/aldi-uk,https://media.licdn.com/dms/image/v2/D4E0BAQEnJZxO_atmEQ/company-logo_100_100/company-logo_100_100/0/1704361839870/aldi_uk_logo?e=2147483647&v=beta&t=wVM7CkU3lWUx3BUDxpsqmjJTHjQp-rrhEOX5VyM0fBs,,,,,,,,,,,
89,linkedin,https://www.linkedin.com/jobs/view/4275510252,https://www.totaljobs.com/job/junior-data-analyst/ps-computer-services-ltd-t-a-parker-shaw-job105411421?WT.mc_id=A_RE_LNKORG_MP6_C21_0_TJ&adjust_t=1b376svt_1bh5dso4&adjust_campaign=A_RE_LNKORG_MP6_C21_0_TJ&urlHash=NSuq,Junior Data Analyst,Learning for Now,"Erskine, Scotland, UK",2025-07-21,contract,,,,,,False,internship,Science,,,"Our client manage customer\\-returned End of Lease computer hardware world\\-wide with the remit to accurately terminate leases \\& invoice customers accordingly. They also make available to Sales Teams a consistent supply of all types of hardware from tablets, notebooks \\& printers through to complex datacenters from all commercial vendors.
   

  

 The End of Lease Returns Team currently has a vacancy for a Junior Data Analyst and invites recent graduates to apply for this key back office role based in our hardware processing site in Erskine. This is an exciting early\\-career development opportunity for a suitably\\-qualified \\& motivated candidate. On\\-the\\-job training will be provided.
   

  

**Role**
 Match physically\\-returned hardware with those originally leased
   

  

 Analyze customer lease contracts in detail
   

  

 Interact with customer\\-facing specialists in\\-country
   

  

 Terminate lease contracts with a high degree of accuracy
   

  

 Resolve complex data comparison issues
   

  

 Efficiently prioritize daily tasks
   

  

**Education**
 Recent degree in any discipline
   

  

**Person specification**
 Confident MS Excel user
   

  

 Good communicator \\- written \\& verbal
   

  

 Good problem solver
   

  

 Data analysis ability
   

  

 Good time manager
   

  

 Ability to focus on fine detail
   

  

**If you feel you have the skills and experience needed for this role; please do apply now.**
 LNKD1\\_UKTJ",IT System Data Services,https://ie.linkedin.com/company/learning-for-now,https://media.licdn.com/dms/image/v2/C4D0BAQGmVxFZGTitBw/company-logo_100_100/company-logo_100_100/0/1631323142865?e=2147483647&v=beta&t=fkJ4WPU7RXOngzgzSrmTgiiW9saIq6EXYPMgoir6W0Y,,,,,,,,,,,
